LO,LA,FL
-7534.227389,4864933.845,3
-7536.549692,4864908.636,3
-7561.584055,4864872.725,3
-7441.458562,4864927.288,3
-7558.48667,4864887.489,3
-7556.907789,4864886.423,3
-7397.182687,4864806.372,0
-7348.446867,4864788.848,1
-7398.353093,4864801.906,0
-7441.458562,4864927.288,3
-7385.149263,4864789.134,0
-7406.402004,4864802.784,0
-7390.957877,4864791.943,0
-7375.426227,4864798.395,0
-7375.872378,4864790.404,0
-7347.112387,4864757.489,0
-7358.024184,4864769.162,0
-7367.621288,4864772.381,0
-7345.322708,4864746.891,0
-7348.772362,4864749.943,0
-7441.458562,4864927.288,3
-7346.73157,4864760.828,0
-7309.002349,4864812.742,0
-7316.68688,4864805.862,0
-7316.507225,4864807.985,0
-7342.776927,4864796.082,0
-7317.80095,4864798.388,0
-7305.937853,4864816.733,0
-7320.526467,4864816.566,0
-7306.391642,4864815.977,0
-7305.073622,4864820.543,0
-7316.73065,4864818.819,0
-7528.606528,4864932.772,3
-7326.384915,4864812.723,0
-7536.387371,4864918.11,3
-7325.332354,4864817.29,0
-7522.592554,4864947.693,3
-7527.159149,4864928.159,3
-7528.288217,4864929.887,3
-7441.458562,4864927.288,3
-7525.022477,4864944.301,3
-7522.168645,4864948.991,3
-7531.589103,4864935.118,3
-7534.100851,4864945.634,3
-7527.4518,4864947.255,3
-7536.859422,4864897.574,3
-7536.701858,4864927.661,3
-7529.790266,4864931.316,3
-7539.55506,4864922.239,3
-7534.332905,4864933.782,3
-7537.186315,4864891.214,3
-7558.779863,4864887.324,3
-7559.75791,4864872.466,3
-7555.643127,4864885.489,3
-7367.425749,4864793.722,0
-7441.458562,4864927.288,3
-7567.265345,4864875.966,3
-7540.571727,4864898.432,3
-7401.260414,4864804.141,0
-7432.469968,4864811.53,0
-7404.485046,4864802.969,0
-7370.923232,4864802.969,0
-7399.609448,4864801.906,0
-7392.915968,4864801.576,0
-7361.141766,4864769.713,0
-7373.116417,4864782.367,0
-7349.878418,4864774.54,0
-7375.200842,4864777.55,0
-7344.762644,4864755.366,0
-7349.283843,4864756.545,0
-7441.458562,4864927.288,3
-7348.006386,4864749.943,0
-7347.109112,4864752.334,0
-7318.897651,4864801.079,0
-7336.163584,4864769.259,0
-7441.458562,4864927.288,3
-7341.303327,4864776.651,0
-7441.458562,4864927.288,3
-7313.554668,4864808.607,0
-7315.139565,4864800.245,0
-7318.663707,4864799.037,0
-7304.521668,4864820.635,0
-7316.952985,4864819.536,0
-7308.035523,4864814.599,0
-7308.054107,4864814.211,0
-7319.746971,4864818.861,0
-7528.093144,4864929.817,3
-7534.849582,4864921.101,3
-7321.870949,4864813.762,0
-7320.427549,4864822.085,0
-7530.680015,4864921.144,3
-7525.439885,4864925.228,3
-7441.458562,4864927.288,3
-7521.559111,4864947.989,3
-7441.458562,4864927.288,3
-7526.684593,4864950.094,3
-7534.732684,4864930.467,3
-7532.29354,4864930.661,3
-7535.811707,4864934.596,3
-7441.458562,4864927.288,3
-7538.423058,4864927.59,3
-7537.15613,4864924.136,3
-7537.26885,4864891.214,3
-7536.840263,4864897.574,3
-7559.023124,4864887.665,3
-7556.197221,4864887.665,3
-7567.565366,4864875.328,3
-7559.116568,4864872.466,3
-7397.376294,4864800.802,0
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7537.844216,4864897.814,3
-7441.458562,4864927.288,3
-7386.365189,4864786.755,0
-7397.309443,4864795.72,0
-7401.563998,4864801.906,0
-7406.997141,4864802.855,0
-7374.035751,4864780.331,0
-7376.91228,4864778.857,0
-7371.623075,4864771.822,0
-7367.729585,4864760.948,0
-7368.604172,4864760.948,0
-7347.790742,4864757.553,0
-7352.753233,4864746.088,0
-7347.953956,4864752.356,0
-7347.672372,4864797.897,0
-7323.208512,4864797.303,0
-7339.388608,4864785.5,0
-7366.289835,4864777.828,1
-7339.304704,4864761.719,0
-7325.250671,4864783.4,0
-7441.458562,4864927.288,3
-7320.509171,4864806.983,0
-7314.936561,4864810.795,0
-7307.521573,4864814.599,0
-7304.456883,4864816.368,0
-7303.257054,4864815.954,0
-7322.854493,4864813.683,0
-7317.288323,4864817.527,0
-7317.986655,4864813.698,0
-7536.455951,4864921.01,3
-7526.513555,4864931.781,3
-7322.697108,4864820.852,0
-7527.589862,4864928.656,3
-7528.606507,4864919.792,3
-7521.042023,4864947.989,3
-7526.328453,4864947.276,3
-7441.458562,4864927.288,3
-7524.541445,4864946.624,3
-7532.337124,4864937.179,3
-7539.644939,4864918.598,3
-7530.581079,4864933.298,3
-7441.458562,4864927.288,3
-7534.116705,4864943.281,3
-7558.502799,4864886.678,3
-7526.768733,4864889.73,3
-7537.452338,4864924.703,3
-7441.458562,4864927.288,3
-7547.629458,4864887.766,3
-7391.176156,4864800.614,0
-7555.42177,4864873.225,3
-7567.252402,4864875.439,3
-7555.809555,4864885.905,3
-7401.916033,4864805.377,0
-7401.35918,4864801.981,0
-7365.611792,4864794.169,1
-7441.458562,4864927.288,3
-7375.735758,4864784.766,0
-7399.364566,4864791.348,0
-7395.749912,4864788.199,0
-7406.246336,4864802.969,0
-7363.917623,4864773.683,0
-7357.088688,4864767.459,0
-7351.928986,4864760.77,0
-7373.131053,4864775.322,0
-7363.604056,4864757.674,0
-7349.116569,4864770.213,0
-7374.257196,4864800.657,0
-7351.896696,4864751.877,0
-7345.795679,4864749.943,0
-7441.458562,4864927.288,3
-7332.417356,4864786.431,0
-7321.695356,4864791.327,0
-7339.055931,4864778.33,0
-7313.574965,4864801.434,0
-7305.032723,4864819.985,0
-7313.912745,4864807.604,0
-7307.863566,4864817.172,0
-7304.318102,4864814.864,0
-7311.627654,4864806.377,0
-7321.445824,4864822.979,0
-7320.083072,4864808.416,0
-7317.429444,4864817.759,0
-7320.086211,4864814.985,0
-7515.759034,4864944.046,3
-7528.16513,4864932.772,3
-7526.38226,4864922.901,3
-7536.665277,4864915.236,3
-7524.835034,4864944.301,3
-7531.322455,4864941.553,3
-7521.355967,4864947.989,3
-7526.484841,4864951.674,3
-7521.527858,4864950.623,3
-7441.458562,4864927.288,3
-7537.94079,4864921.773,3
-7535.937493,4864944.701,3
-7533.730682,4864932.382,3
-7537.51516,4864928.194,3
-7558.75473,4864887.665,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7556.162683,4864885.489,3
-7567.060945,4864875.439,3
-7391.29983,4864809.085,0
-7413.795924,4864847.76,0
-7396.740278,4864805.454,0
-7537.987212,4864898.65,3
-7391.89604,4864788.966,0
-7391.869552,4864788.118,0
-7373.333464,4864775.982,0
-7404.385784,4864802.784,0
-7396.747561,4864801.906,0
-7371.981061,4864773.121,0
-7367.492845,4864784.638,0
-7375.892231,4864777.254,0
-7370.294384,4864759.926,0
-7340.242518,4864759.335,0
-7346.002217,4864747.964,0
-7368.199192,4864768.583,0
-7348.903067,4864752.356,0
-7344.712637,4864767.115,0
-7351.49393,4864762.704,0
-7331.6311,4864772.093,0
-7324.559849,4864789.385,0
-7441.458562,4864927.288,3
-7305.957769,4864814.599,0
-7313.396685,4864807.957,0
-7311.287531,4864808.036,0
-7441.458562,4864927.288,3
-7305.095761,4864819.985,0
-7316.9815,4864813.896,0
-7321.582059,4864809.931,0
-7302.331727,4864816.378,0
-7317.310524,4864819.241,0
-7516.2222,4864939.15,3
-7526.515284,4864935.803,3
-7535.060472,4864921.791,3
-7528.312975,4864929.887,3
-7319.602799,4864820.071,0
-7513.777706,4864945.083,3
-7525.707951,4864951.096,3
-7524.379438,4864948.991,3
-7522.07246,4864946.946,3
-7537.491921,4864919.924,3
-7529.782543,4864946.305,3
-7441.458562,4864927.288,3
-7536.366072,4864929.107,3
-7527.958044,4864941.553,3
-7558.472463,4864887.436,3
-7533.652785,4864901.986,3
-7441.458562,4864927.288,3
-7556.267276,4864886.843,3
-7441.458562,4864927.288,3
-7351.570242,4864794.456,0
-7544.343768,4864891.994,3
-7390.995246,4864805.062,0
-7567.31742,4864874.723,3
-7383.251497,4864801.906,0
-7441.458562,4864927.288,3
-7426.819507,4864812.633,0
-7393.080375,4864790.102,0
-7390.129315,4864787.323,0
-7360.919473,4864752.356,0
-7372.066585,4864777.578,0
-7371.271985,4864772.227,0
-7364.990175,4864772.405,0
-7348.534856,4864773.984,0
-7347.037424,4864755.121,0
-7352.82988,4864764.473,0
-7350.635874,4864749.943,0
-7345.502049,4864746.088,0
-7343.78097,4864854.063,0
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7332.907811,4864769.675,0
-7441.458562,4864927.288,3
-7304.348613,4864820.803,0
-7305.949054,4864816.827,0
-7314.134575,4864805.999,0
-7310.040417,4864807.642,0
-7315.316053,4864820.144,0
-7319.68699,4864821.625,0
-7325.690178,4864812.794,0
-7302.207267,4864814.725,0
-7316.94649,4864800.512,0
-7536.429418,4864920.452,3
-7527.571462,4864919.999,3
-7527.932131,4864938.734,3
-7527.627173,4864931.596,3
-7530.711096,4864941.553,3
-7523.887047,4864937.304,3
-7514.380231,4864943.549,3
-7504.438754,4864950.191,3
-7521.761561,4864947.693,3
-7535.885186,4864927.972,3
-7533.049352,4864946.106,3
-7534.229077,4864924.066,3
-7538.260188,4864918.11,3
-7528.792057,4864902.196,3
-7556.570305,4864885.489,3
-7559.490122,4864872.466,3
-7534.837325,4864893.274,3
-7558.786241,4864886.423,3
-7567.293489,4864875.966,3
-7415.313243,4864811.53,0
-7549.274507,4864895.389,3
-7391.503821,4864807.082,0
-7401.432829,4864805.607,0
-7399.604547,4864801.906,0
-7395.532039,4864792.341,0
-7441.458562,4864927.288,3
-7392.995809,4864787.874,0
-7380.931279,4864780.369,0
-7376.214107,4864775.302,0
-7365.300001,4864776.146,0
-7373.146415,4864774.471,0
-7349.259948,4864773.232,0
-7348.35115,4864755.121,0
-7347.930794,4864746.037,0
-7364.092266,4864758.839,0
-7351.620464,4864758.703,0
-7339.74514,4864776.615,0
-7340.505583,4864795.462,0
-7321.583492,4864796.598,0
-7314.892169,4864806.518,0
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7310.856363,4864806.99,0
-7305.040733,4864819.985,0
-7307.343768,4864814.599,0
-7332.793294,4864806.007,0
-7322.249955,4864816.882,0
-7301.704402,4864814.606,0
-7312.962939,4864818.086,0
-7318.657224,4864813.896,0
-7528.504242,4864929.817,3
-7536.220926,4864924.222,3
-7527.065747,4864923.229,3
-7526.009845,4864941.17,3
-7523.72339,4864945.87,3
-7521.671077,4864947.061,3
-7526.077267,4864951.674,3
-7532.171298,4864949.753,3
-7535.207227,4864928.138,3
-7515.525803,4864949.728,3
-7538.265667,4864926.264,3
-7528.630092,4864939.384,3
-7557.846598,4864885.905,3
-7536.913777,4864899.368,3
-7441.458562,4864927.288,3
-7534.792603,4864893.274,3
-7555.858908,4864885.654,3
-7560.797652,4864872.009,3
-7548.902773,4864885.905,3
-7560.153602,4864875.856,3
-7398.067287,4864806.755,0
-7407.527471,4864810.309,0
-7394.821372,4864807.089,0
-7366.688062,4864801.295,0
-7401.65233,4864802.043,0
-7362.280002,4864772.11,0
-7375.289373,4864780.57,0
-7373.857338,4864773.049,0
-7382.262171,4864788.258,0
-7384.497307,4864795.937,0
-7349.399539,4864746.812,0
-7352.839502,4864772.162,0
-7345.279719,4864755.366,0
-7361.491334,4864758.82,0
-7337.088418,4864759.877,0
-7335.048901,4864772.566,0
-7345.512411,4864746.088,0
-7330.540654,4864795.363,0
-7341.620204,4864762.855,0
-7312.261172,4864807.386,0
-7441.458562,4864927.288,3
-7327.950566,4864792.483,0
-7314.244931,4864803.04,0
-7307.294492,4864818.868,0
-7317.142504,4864817.628,0
-7318.937037,4864817.297,0
-7301.795463,4864814.606,0
-7306.857774,4864817.323,0
-7528.485405,4864924.702,3
-7527.784312,4864931.926,3
-7535.68488,4864921.101,3
-7321.828809,4864813.89,0
-7321.616226,4864822.701,0
-7526.189801,4864951.674,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7528.561455,4864930.467,3
-7524.831413,4864950.23,3
-7530.474014,4864932.172,3
-7531.695952,4864924.713,3
-7528.50099,4864944.301,3
-7533.29317,4864948.126,3
-7556.356434,4864886.082,3
-7538.267766,4864898.889,3
-7441.458562,4864927.288,3
-7558.6257,4864887.665,3
-7534.409217,4864893.274,3
-7441.458562,4864927.288,3
-7561.866389,4864876.312,3
-7441.458562,4864927.288,3
-7567.13011,4864874.078,3
-7401.901287,4864802.378,0
-7413.0539,4864809.335,0
-7396.288423,4864787.242,0
-7441.458562,4864927.288,3
-7404.232332,4864802.969,0
-7376.136866,4864777.917,0
-7369.991895,4864772.227,0
-7369.296344,4864784.361,0
-7376.206378,4864789.802,0
-7347.11899,4864748.333,0
-7345.271898,4864746.088,0
-7363.06336,4864769.208,0
-7345.322983,4864775.582,0
-7360.978818,4864756.712,0
-7358.252262,4864777.949,0
-7330.840659,4864772.093,0
-7318.112875,4864794.751,0
-7335.544492,4864772.157,0
-7312.734589,4864804.946,0
-7441.458562,4864927.288,3
-7307.426884,4864814.599,0
-7314.661349,4864799.805,0
-7313.095809,4864801.037,0
-7322.963072,4864817.048,0
-7319.310993,4864814.985,0
-7306.935183,4864817.038,0
-7304.411994,4864820.563,0
-7531.837884,4864925.39,3
-7324.773995,4864804.619,0
-7318.524732,4864818.265,0
-7525.917826,4864922.371,3
-7528.0765,4864929.21,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7524.049515,4864937.304,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7531.396665,4864946.144,3
-7534.418252,4864934.703,3
-7441.458562,4864927.288,3
-7537.82658,4864923.841,3
-7538.885186,4864883.017,3
-7537.728469,4864920.032,3
-7534.844043,4864893.274,3
-7556.918794,4864886.423,3
-7559.030365,4864887.489,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7441.458562,4864927.288,3
-7559.989673,4864871.533,3
-7399.493265,4864803.537,0
-7382.432817,4864777.792,0
-7441.458562,4864927.288,3
-7401.785164,4864800.228,0
-7441.458562,4864927.288,3
-7388.136682,4864788.464,0
-7368.916628,4864780.651,0
-7362.04316,4864756.038,0
-7369.830263,4864772.365,0
-7352.883801,4864783.185,0
-7348.029895,4864758.762,0
-7346.893097,4864757.157,0
-7348.104754,4864745.745,0
-7349.699484,4864751.271,0
-7319.111335,4864799.467,0
-7441.458562,4864927.288,3
-7313.738894,4864803.516,0
-7314.36754,4864798.631,0
-7312.920232,4864806.182,0
-7318.300509,4864818.456,0
-7304.484236,4864810.937,0
-7307.364397,4864814.599,0
-7441.458562,4864927.288,3
-7303.687866,4864819.603,0
-7459.972545,4864810.03,2
-7317.824509,4864818.281,0
-7322.131362,4864820.113,0
-7324.040151,4864814.336,0
-7470.678504,4864815.057,2
-7457.364575,4864815.286,2
-7467.05216,4864820.413,2
-7457.72625,4864831.291,2
-7457.394251,4864853.93,2
-7468.829305,4864834.11,2
-7458.225626,4864852.084,2
-7440.554069,4864864.079,2
-7454.002921,4864828.605,2
-7443.10434,4864874.034,2
-7439.081963,4864863.85,2
-7434.623747,4864878.177,2
-7456.761724,4864853.93,2
-7425.625146,4864873.167,2
-7434.930255,4864861.7,2
-7414.630443,4864881.277,2
-7423.638534,4864877.709,2
-7424.84307,4864862.992,2
-7427.96027,4864902.917,2
-7423.46546,4864893.259,2
-7417.521816,4864893.005,2
-7408.959889,4864892.911,2
-7469.856558,4864815.057,3
-7425.493011,4864880.51,3
-7458.903916,4864810.03,3
-7431.805689,4864883.165,2
-7438.009383,4864873.374,2
-7417.419469,4864892.94,3
-7418.274904,4864892.623,3
-7425.51071,4864895.612,3
-7423.790295,4864877.687,3
-7417.534813,4864892.536,3
-7425.659752,4864873.133,3
-7420.533189,4864883.043,3
-7433.839305,4864875.726,3
-7433.881409,4864878.155,3
-7423.612152,4864878.462,3
-7442.252299,4864860.991,3
-7382.088879,4864808.87,0
-7435.390276,4864878.155,3
-7404.318099,4864806.919,0
-7402.969428,4864808.159,0
-7408.90023,4864811.53,0
-7402.399044,4864801.906,0
-7404.452624,4864811.53,0
-7405.727538,4864802.93,0
-7387.203349,4864788.039,0
-7380.313518,4864778.328,0
-7391.868253,4864789.549,0
-7347.511167,4864759.053,0
-7354.712462,4864756.958,0
-7370.828503,4864772.227,0
-7370.001297,4864772.489,0
-7368.746353,4864761.331,0
-7351.730116,4864769.216,0
-7347.417257,4864745.745,0
-7337.306574,4864771.151,0
-7333.444495,4864769.216,0
-7358.285314,4864794.328,0
-7318.267673,4864805.727,0
-7319.773229,4864795.302,0
-7319.932533,4864800.316,0
-7338.172654,4864795.041,0
-7304.616053,4864820.875,0
-7311.741109,4864810.645,0
-7309.020791,4864814.68,0
-7302.235767,4864817.174,0
-7322.768464,4864813.698,0
-7334.449055,4864822.767,0
-7325.274001,4864812.723,0
-7338.470607,4864822.767,0
-7329.495713,4864820.67,0
-7352.662813,4864833.514,0
-7349.427354,4864829.551,0
-7341.898055,4864825.857,0
-7349.305853,4864829.551,0
-7359.134,4864840.857,0
-7353.215032,4864833.514,0
-7352.273332,4864837.355,0
-7357.914443,4864840.923,0
-7354.001657,4864834.296,0
-7359.33251,4864837.255,0
-7360.560612,4864839.197,0
-7359.876794,4864837.255,0
-7360.640914,4864837.129,0
-7360.746294,4864837.944,0
-7367.915304,4864841.756,0
-7374.804466,4864829.449,0
-7359.335119,4864837.425,0
-7366.113064,4864841.116,0
-7340.366236,4864770.967,0
-7370.754561,4864845.994,0
-7343.047498,4864769.216,0
-7371.802104,4864848.668,0
-7367.925317,4864788.039,0
-7435.124154,4864862.242,2
-7398.369174,4864790.018,0
-7334.576033,4864769.216,0
-7416.514108,4864881.277,2
-7424.347369,4864877.709,2
-7425.031694,4864862.963,2
-7426.690449,4864874.254,2
-7423.965833,4864878.228,2
-7418.14725,4864881.277,2
-7422.784515,4864895.612,3
-7416.650071,4864892.917,2
-7412.295429,4864887.678,3
-7456.704457,4864815.286,2
-7423.685815,4864877.686,3
-7469.43313,4864815.057,2
-7459.355967,4864819.014,2
-7431.192782,4864883.153,3
-7464.896787,4864819.536,2
-7459.295035,4864831.291,2
-7468.932797,4864834.11,2
-7454.284962,4864828.666,2
-7456.854479,4864853.434,2
-7440.946456,4864863.777,2
-7438.954787,4864864.079,2
-7458.394022,4864852.084,2
-7457.261417,4864853.078,2
-7423.068289,4864876.912,2
-7431.739941,4864878.912,2
-7442.468535,4864867.858,2
-7432.97789,4864861.797,2
-7417.543067,4864893.016,2
-7416.543364,4864881.531,2
-7424.998679,4864862.679,2
-7424.11411,4864877.709,2
-7426.908831,4864903.081,2
-7409.188184,4864892.906,2
-7437.895877,4864873.32,2
-7421.370358,4864895.317,2
-7429.031478,4864877.709,2
-7470.354312,4864815.45,2
-7454.128467,4864810.03,3
-7431.199906,4864882.017,3
-7426.644766,4864895.612,3
-7433.223908,4864880.669,3
-7431.456587,4864881.921,3
-7416.617438,4864893.06,3
-7424.631444,4864875.828,3
-7367.098989,4864808.87,0
-7434.531549,4864878.105,3
-7426.523477,4864878.463,3
-7421.839594,4864885.364,3
-7421.281161,4864877.806,3
-7398.872522,4864806.919,0
-7386.488717,4864811.53,0
-7396.731697,4864808.159,0
-7390.984968,4864809.221,0
-7376.771515,4864778.09,0
-7376.743175,4864788.039,0
-7375.073739,4864797.885,0
-7400.191179,4864803.145,0
-7361.082017,4864785.931,0
-7361.103281,4864803.686,0
-7354.433327,4864758.675,0
-7368.904775,4864773.064,0
-7359.871375,4864761.812,0
-7346.20658,4864746.567,0
-7346.122405,4864759.053,0
-7336.534986,4864771.009,0
-7333.490474,4864769.216,0
-7332.813733,4864769.216,0
-7313.778808,4864805.36,0
-7322.35391,4864794.998,0
-7316.719345,4864800.197,0
-7326.393157,4864785.745,0
-7313.271886,4864804.766,0
-7308.282604,4864817.497,0
-7320.502965,4864816.894,0
-7305.179107,4864819.19,0
-7307.604212,4864818.304,0
-7334.602091,4864822.767,0
-7323.274121,4864812.914,0
-7325.772276,4864824.251,0
-7352.909087,4864825.857,0
-7337.412116,4864822.767,0
-7349.207382,4864829.551,0
-7353.720747,4864833.514,0
-7357.27119,4864834.94,0
-7348.940615,4864835.621,0
-7356.732712,4864830.116,0
-7359.64913,4864837.472,0
-7356.959818,4864835.176,0
-7358.489325,4864840.842,0
-7358.934143,4864837.306,0
-7359.870193,4864837.611,0
-7366.392183,4864840.44,0
-7368.456356,4864843.119,0
-7358.23557,4864837.418,0
-7372.954513,4864848.543,0
-7338.945432,4864769.216,0
-7389.678786,4864789.258,0
-7365.486745,4864845.7,0
-7347.832302,4864767.703,0
-7430.776101,4864865.291,2
-7435.203709,4864861.671,2
-7395.992069,4864790.018,0
-7429.380035,4864873.46,2
-7416.475715,4864887.276,2
-7427.261404,4864881.425,3
-7418.186755,4864882.129,2
-7421.759359,4864877.404,2
-7425.874521,4864879,2
-7424.383496,4864886.356,3
-7415.490638,4864890.399,3
-7430.232918,4864882.635,3
-7427.484984,4864895.612,3
-7459.867848,4864810.03,2
-7457.811304,4864831.291,2
-7456.920882,4864815.286,2
-7475.015577,4864818.333,2
-7470.370698,4864815.057,2
-7457.117274,4864853.475,2
-7454.30373,4864828.666,2
-7458.142937,4864852.22,2
-7469.380225,4864834.11,2
-7434.865984,4864878.177,2
-7437.303363,4864864.079,2
-7438.861863,4864864.079,2
-7457.056953,4864853.93,2
-7443.158372,4864873.552,2
-7434.557716,4864861.7,2
-7424.156951,4864877.709,2
-7425.365109,4864875.09,2
-7424.76621,4864862.679,2
-7422.320894,4864894.508,2
-7409.196402,4864892.906,2
-7426.847901,4864903.081,2
-7415.325914,4864881.277,2
-7417.593515,4864893.016,2
-7457.912914,4864810.03,3
-7439.525604,4864873.344,2
-7431.790089,4864881.991,2
-7470.362932,4864815.817,2
-7432.203734,4864882.017,3
-7427.957812,4864895.612,3
-7424.590322,4864876.155,3
-7417.612521,4864893.06,3
-7429.194888,4864881.921,3
-7426.272516,4864878.463,3
-7433.645395,4864876.964,3
-7422.208105,4864877.686,3
-7368.436065,4864808.87,0
-7435.524833,4864863.626,3
-7380.038318,4864801.906,0
-7383.287189,4864811.53,0
-7391.041543,4864810.711,0
-7396.269817,4864808.159,0
-7380.640084,4864793.879,0
-7386.632182,4864788.039,0
-7377.118208,4864778.09,0
-7404.2832,4864803.529,0
-7371.036615,4864772.227,0
-7363.782592,4864762.196,0
-7367.887441,4864772.602,0
-7347.140991,4864757.324,0
-7353.847473,4864759.328,0
-7338.424562,4864764.282,0
-7350.973204,4864751.687,0
-7330.777995,4864795.353,0
-7339.335591,4864771.009,0
-7334.166163,4864769.216,0
-7313.431091,4864805.727,0
-7311.565814,4864806.154,0
-7322.921098,4864795.567,0
-7317.022521,4864800.594,0
-7304.551102,4864820.875,0
-7306.09277,4864818.346,0
-7309.873524,4864813.408,0
-7324.971709,4864812.723,0
-7318.72966,4864814.823,0
-7346.100076,4864825.857,0
-7335.272121,4864822.767,0
-7348.985715,4864835.504,0
-7331.86072,4864820.67,0
-7356.776041,4864834.131,0
-7351.027664,4864837.355,0
-7361.573693,4864841.695,0
-7356.553754,4864833.611,0
-7342.983127,4864823.992,0
-7361.321731,4864837.538,0
-7360.419781,4864838.992,0
-7361.599267,4864837.245,0
-7359.55775,4864837.255,0
-7360.30136,4864838.654,0
-7366.249876,4864841.695,0
-7367.402137,4864841.576,0
-7359.459349,4864837.255,0
-7355.224247,4864829.449,0
-7371.501194,4864848.75,0
-7341.199881,4864771.151,0
-7365.61147,4864845.7,0
-7339.24998,4864769.216,0
-7429.143367,4864862.679,2
-7427.348663,4864873.204,2
-7435.046162,4864861.671,2
-7381.127354,4864786.976,0
-7397.45047,4864790.018,0
-7416.73086,4864877.686,3
-7421.711596,4864877.404,2
-7424.218792,4864879,2
-7415.798823,4864881.277,2
-7424.029117,4864876.919,3
-7429.927151,4864882.635,3
-7427.58295,4864895.612,3
-7417.45777,4864892.536,3
-7458.790354,4864810.03,2
-7470.409865,4864815.057,2
-7457.577409,4864831.291,2
-7459.030187,4864815.286,2
-7475.171002,4864818.7,2
-7457.638134,4864828.666,2
-7457.86763,4864852.084,2
-7456.847113,4864853.93,2
-7469.159776,4864834.11,2
-7436.404115,4864867.379,2
-7435.05541,4864878.177,2
-7457.084117,4864853.93,2
-7438.612141,4864863.857,2
-7444.148515,4864873.552,2
-7424.585415,4864877.709,2
-7425.364718,4864875.09,2
-7424.931922,4864862.679,2
-7434.294602,4864861.7,2
-7409.212093,4864892.906,2
-7417.745211,4864893.016,2
-7422.299433,4864894.508,2
-7414.577034,4864881.277,2
-7426.859956,4864903.081,2
-7469.498513,4864815.057,2
-7428.290088,4864882.017,3
-7439.367395,4864873.344,2
-7448.177046,4864810.03,3
-7431.752338,4864881.991,2
-7423.60198,4864877.686,3
-7426.76375,4864895.612,3
-7431.617655,4864881.921,3
-7418.832694,4864893.06,3
-7435.74081,4864861.733,3
-7426.764017,4864873.133,3
-7435.408971,4864878.155,3
-7434.652116,4864878.155,3
-7423.747482,4864877.686,3
-7403.947573,4864808.159,0
-7401.660754,4864811.53,0
-7390.967256,4864808.87,0
-7404.866315,4864811.53,0
-7400.90779,4864808.189,0
-7394.275956,4864788.039,0
-7390.845804,4864789.647,0
-7395.176011,4864801.906,0
-7374.717311,4864772.227,0
-7365.368434,4864761.382,0
-7364.381512,4864772.489,0
-7366.6763,4864760.145,0
-7378.013647,4864778.533,0
-7353.818773,4864746.567,0
-7333.450487,4864769.216,0
-7335.929209,4864769.216,0
-7351.809414,4864756.958,0
-7313.222804,4864805.727,0
-7330.085724,4864795.353,0
-7316.772537,4864800.594,0
-7335.026425,4864771.151,0
-7325.507215,4864795.302,0
-7311.77116,4864806.154,0
-7426.850353,4864899.032,0
-7301.041752,4864817.599,0
-7308.444765,4864815.368,0
-7304.60156,4864820.875,0
-7319.099732,4864814.823,0
-7361.688199,4864840.923,0
-7359.357429,4864825.857,0
-7330.43656,4864820.67,0
-7340.178565,4864822.767,0
-7324.852123,4864812.723,0
-7348.225744,4864829.551,0
-7355.005961,4864835.399,0
-7344.809816,4864829.551,0
-7356.628681,4864834.606,0
-7359.699257,4864840.278,0
-7355.196163,4864834.131,0
-7351.04731,4864837.355,0
-7360.276171,4864837.255,0
-7359.323104,4864837.255,0
-7361.828695,4864836.989,0
-7355.181318,4864829.449,0
-7360.606668,4864838.992,0
-7359.456608,4864837.255,0
-7368.007119,4864841.756,0
-7367.024389,4864841.116,0
-7360.992966,4864837.944,0
-7364.880525,4864844.884,0
-7335.662043,4864771.151,0
-7345.275603,4864770.899,0
-7371.830121,4864848.75,0
-7349.099225,4864769.216,0
-7426.585634,4864862.866,2
-7435.112321,4864861.671,2
-7390.000881,4864790.018,0
-7374.318886,4864787.692,0
-7415.142037,4864881.277,2
-7415.423356,4864881.277,2
-7427.001589,4864873.204,2
-7424.647353,4864877.709,2
-7417.223209,4864890.098,3
-7417.56535,4864892.536,3
-7430.881969,4864883.034,3
-7424.364549,4864877.686,3
-7427.885807,4864895.612,3
-7470.812234,4864815.057,2
-7459.319252,4864810.03,2
-7467.173549,4864819.653,2
-7458.045928,4864815.286,2
-7458.01683,4864831.291,2
-7457.258505,4864853.93,2
-7469.479556,4864834.11,2
-7457.420984,4864852.084,2
-7455.861631,4864828.666,2
-7444.097301,4864873.552,2
-7438.565762,4864863.857,2
-7438.360498,4864862.914,2
-7456.73414,4864853.93,2
-7434.99937,4864878.177,2
-7435.836686,4864861.7,2
-7424.669477,4864877.709,2
-7424.642269,4864862.992,2
-7425.367102,4864875.09,2
-7422.26663,4864894.508,2
-7409.28526,4864892.902,2
-7426.952319,4864903.081,2
-7414.628611,4864881.277,2
-7417.529818,4864893.016,2
-7431.924514,4864881.991,2
-7452.128474,4864810.03,3
-7440.91154,4864873.552,2
